Flow In,Flow Out,Efficiency,Longest Wait,Total Wait
46,46,100.0,0.0,0
64,58,90.625,49.655,1564
50,50,100.0,0.0,0
41,41,100.0,0.0,0
59,43,72.881,178.605,5180
51,51,100.0,0.0,0
48,48,100.0,40.0,240
59,52,88.136,77.606,1784
37,37,100.0,0.0,0
38,38,100.0,0.0,0
57,49,85.965,123.871,2354
60,60,100.0,0.0,0
53,52,98.113,11.707,240
60,51,85.0,110.769,2603
49,49,100.0,0.0,0
50,50,100.0,0.0,0
50,49,98.0,12.632,240
49,47,95.918,27.429,494
45,45,100.0,0.0,0
57,54,94.737,160.0,1634
39,39,100.0,0.0,0
52,52,100.0,60.0,510
57,54,94.737,320.0,2997
53,50,94.34,35.122,755
43,43,100.0,0.0,0
37,37,100.0,0.0,0
43,38,88.372,77.419,1355
50,50,100.0,0.0,0
56,56,100.0,120.0,840
53,47,88.679,77.005,1537
57,55,96.491,17.455,489
50,50,100.0,0.0,0
48,40,83.333,123.871,2354
51,44,86.275,180.0,2885
48,48,100.0,0.0,0
60,47,78.333,426.667,7781
48,48,100.0,0.0,0
55,49,89.091,58.776,1587
44,44,100.0,0.0,0
50,50,100.0,0.0,0
54,45,83.333,127.059,2668
50,42,84.0,128.0,2368
60,60,100.0,0.0,0
41,41,100.0,0.0,0
40,40,100.0,0.0,0
53,53,100.0,0.0,0
62,50,80.645,139.077,3442
42,42,100.0,0.0,0
67,54,80.597,130.138,3517
37,37,100.0,0.0,0
42,42,100.0,144.0,864
35,35,100.0,0.0,0
61,44,72.131,240.0,6000
58,54,93.103,79.192,1253
53,43,81.132,145.455,3055
47,47,100.0,0.0,0
56,41,73.214,248.276,5338
48,47,97.917,13.333,240
68,59,86.765,73.22,2453
53,52,98.113,11.707,240
51,42,82.353,125.964,2567
52,49,94.231,29.388,749
48,48,100.0,0.0,0
56,45,80.357,176.0,3520
58,48,82.759,115.556,2653
44,44,100.0,96.0,528
56,56,100.0,0.0,0
51,43,84.314,103.784,2283
66,55,83.333,97.608,2954
41,41,100.0,0.0,0
52,52,100.0,180.0,900
61,54,88.525,67.173,1764
52,49,94.231,200.0,2365
48,46,95.833,22.742,480
46,46,100.0,0.0,0
42,42,100.0,0.0,0
46,46,100.0,0.0,0
42,42,100.0,0.0,0
56,56,100.0,0.0,0
47,38,80.851,147.578,2640
53,53,100.0,480.0,4560
44,44,100.0,0.0,0
65,48,73.846,281.379,6331
57,50,87.719,96.0,2208
66,56,84.848,116.19,3210
55,48,87.273,98.824,1976
50,50,100.0,349.091,3142
49,46,93.878,38.919,759
42,38,90.476,60.0,1050
45,44,97.778,16.0,240
53,53,100.0,110.769,831
34,34,100.0,0.0,0
54,54,100.0,0.0,0
52,48,92.308,51.892,1038
42,42,100.0,40.0,240
35,35,100.0,0.0,0
49,49,100.0,34.286,240
57,49,85.965,98.462,2265
38,38,100.0,0.0,0
50,48,96.0,25.946,493
51,51,100.0,128.0,1152
39,39,100.0,0.0,0
46,46,100.0,87.273,524
43,43,100.0,147.692,1182
53,53,100.0,205.714,1954
64,57,89.062,74.667,1904
49,49,100.0,0.0,0
56,43,76.786,201.29,4328
47,45,95.745,25.946,493
44,44,100.0,480.0,3120
48,48,100.0,0.0,0
49,49,100.0,60.0,240
43,43,100.0,0.0,0
40,40,100.0,0.0,0
56,52,92.857,50.526,1036
52,50,96.154,25.946,493
40,39,97.5,16.552,240
47,46,97.872,12.973,240
55,55,100.0,0.0,0
49,45,91.837,42.667,1024
47,47,100.0,0.0,0
49,43,87.755,90.0,1665
61,49,80.328,135.597,3348
49,45,91.837,53.333,1040
53,52,98.113,98.182,764
47,42,89.362,75.0,1350
49,49,100.0,0.0,0
43,43,100.0,0.0,0
48,47,97.917,32.0,240
49,49,100.0,0.0,0
46,45,97.826,15.0,240
51,46,90.196,61.538,1323
47,47,100.0,0.0,0
55,41,74.545,216.774,4769
56,51,91.071,63.158,1326
57,48,84.211,120.0,2640
54,54,100.0,0.0,0
52,52,100.0,0.0,0
50,50,100.0,0.0,0
41,41,100.0,0.0,0
47,47,100.0,0.0,0
47,41,87.234,90.0,1665
50,50,100.0,0.0,0
50,49,98.0,218.182,1876
44,44,100.0,48.0,240
49,43,87.755,84.706,1652
61,49,80.328,140.488,3653
42,42,100.0,0.0,0
54,50,92.593,42.667,1024
35,35,100.0,0.0,0
46,46,100.0,160.0,1200
57,56,98.246,11.707,240
56,53,94.643,64.0,1272
53,53,100.0,120.0,840
57,43,75.439,197.647,4645
54,42,77.778,174.545,3840
45,44,97.778,10.909,240
48,37,77.083,220.0,4264
53,47,88.679,80.0,1640
48,48,100.0,0.0,0
62,46,74.194,232.774,6479
58,53,91.379,45.283,1291
38,38,100.0,0.0,0
49,49,100.0,0.0,0
53,42,79.245,160.0,3440
56,47,83.929,117.17,2652
50,50,100.0,266.667,1733
59,45,76.271,150.175,3739
51,47,92.157,53.333,1280
58,58,100.0,0.0,0
53,53,100.0,36.923,240
