Flow In,Flow Out,Efficiency,Longest Wait,Total Wait
60,58,96.667,20.426,490
49,48,97.959,48.0,240
52,45,86.538,98.824,1976
36,36,100.0,0.0,0
51,45,88.235,261.818,2095
61,52,85.246,295.385,3194
54,47,87.037,112.0,2016
40,38,95.0,64.0,512
47,47,100.0,0.0,0
47,39,82.979,116.364,2327
56,52,92.857,87.273,1015
48,48,100.0,0.0,0
41,41,100.0,0.0,0
51,51,100.0,0.0,0
51,41,80.392,165.517,3145
63,49,77.778,516.923,6720
56,42,75.0,203.636,4684
57,52,91.228,64.865,1330
43,42,97.674,53.333,240
55,55,100.0,0.0,0
40,40,100.0,0.0,0
50,49,98.0,12.973,240
53,44,83.019,144.0,2516
55,53,96.364,21.818,491
46,45,97.826,36.923,240
62,52,83.871,112.0,2744
48,48,100.0,0.0,0
56,44,78.571,169.412,3812
63,42,66.667,425.133,9005
54,50,92.593,48.0,1032
41,41,100.0,0.0,0
50,41,82.0,139.355,2717
49,48,97.959,30.0,240
53,52,98.113,13.333,240
58,47,81.034,153.876,3295
46,46,100.0,0.0,0
67,55,82.09,106.286,3351
61,60,98.361,11.429,240
51,51,100.0,0.0,0
48,48,100.0,0.0,0
46,46,100.0,0.0,0
46,43,93.478,42.353,762
63,53,84.127,90.566,2808
54,54,100.0,0.0,0
50,49,98.0,32.0,240
55,43,78.182,133.953,3617
40,40,100.0,0.0,0
59,45,76.271,197.647,4645
49,48,97.959,12.632,240
48,48,100.0,0.0,0
53,49,92.453,50.526,1036
52,43,82.692,128.0,2608
42,42,100.0,0.0,0
52,52,100.0,0.0,0
40,40,100.0,0.0,0
49,44,89.796,70.588,1341
52,52,100.0,0.0,0
37,37,100.0,0.0,0
53,47,88.679,72.0,1620
33,33,100.0,0.0,0
50,50,100.0,0.0,0
65,58,89.231,70.055,1773
41,41,100.0,0.0,0
47,47,100.0,0.0,0
51,46,90.196,75.0,1350
58,52,89.655,70.244,1616
46,45,97.826,36.923,240
54,54,100.0,0.0,0
59,51,86.441,103.784,2283
45,43,95.556,32.0,496
50,50,100.0,0.0,0
54,46,85.185,83.478,2212
43,43,100.0,0.0,0
59,51,86.441,96.0,2256
54,50,92.593,50.526,1036
29,29,100.0,0.0,0
44,44,100.0,0.0,0
57,51,89.474,56.471,1581
64,60,93.75,80.0,1000
43,38,88.372,85.714,1371
61,43,70.492,254.118,6480
61,56,91.803,54.545,1309
46,45,97.826,28.235,240
63,58,92.063,52.927,1267
53,48,90.566,58.919,1249
50,50,100.0,0.0,0
49,40,81.633,135.0,2700
52,51,98.077,48.0,240
49,49,100.0,0.0,0
37,37,100.0,0.0,0
59,48,81.356,120.0,3133
40,40,100.0,0.0,0
58,44,75.862,240.0,4920
56,53,94.643,27.17,747
55,49,89.091,120.0,1570
40,40,100.0,0.0,0
47,47,100.0,0.0,0
56,44,78.571,123.055,3188
43,43,100.0,0.0,0
48,45,93.75,144.0,864
46,46,100.0,0.0,0
48,45,93.75,40.0,760
61,58,95.082,96.0,816
59,50,84.746,88.267,2424
45,45,100.0,0.0,0
45,45,100.0,0.0,0
57,48,84.211,320.0,2997
49,49,100.0,0.0,0
50,38,76.0,192.0,3936
50,50,100.0,0.0,0
40,40,100.0,0.0,0
49,48,97.959,36.923,240
50,50,100.0,0.0,0
46,38,82.609,153.6,2458
60,45,75.0,181.978,4188
40,40,100.0,0.0,0
58,46,79.31,169.412,3812
54,49,90.741,70.588,1341
47,47,100.0,0.0,0
64,44,68.75,290.909,7564
62,56,90.323,64.0,1600
55,37,67.273,345.6,7258
58,54,93.103,48.0,1032
44,44,100.0,0.0,0
38,38,100.0,0.0,0
45,45,100.0,0.0,0
61,57,93.443,49.231,1034
52,47,90.385,192.0,1488
48,44,91.667,192.0,1248
56,52,92.857,36.923,1015
53,50,94.34,28.8,749
55,51,92.727,40.0,1000
50,50,100.0,0.0,0
48,46,95.833,26.667,493
50,48,96.0,120.0,540
41,41,100.0,0.0,0
53,48,90.566,240.0,1680
51,51,100.0,0.0,0
42,42,100.0,0.0,0
49,49,100.0,0.0,0
55,55,100.0,0.0,0
58,52,89.655,205.714,1954
56,43,76.786,189.091,4255
44,44,100.0,0.0,0
52,44,84.615,120.0,2340
48,45,93.75,42.353,762
49,49,100.0,0.0,0
49,49,100.0,0.0,0
42,42,100.0,0.0,0
60,54,90.0,73.846,1547
49,43,87.755,80.0,1640
49,45,91.837,53.333,1040
65,41,63.077,280.606,7369
66,52,78.788,129.231,4200
49,48,97.959,30.0,240
66,48,72.727,182.564,5240
54,49,90.741,63.158,1326
46,39,84.783,105.0,1995
47,47,100.0,0.0,0
34,34,100.0,0.0,0
58,41,70.69,207.709,4872
58,48,82.759,126.316,2968
57,53,92.982,49.231,1034
48,48,100.0,0.0,0
47,47,100.0,0.0,0
48,39,81.25,124.444,2573
50,47,94.0,37.895,758
41,41,100.0,0.0,0
40,40,100.0,0.0,0
39,39,100.0,0.0,0
55,49,89.091,72.0,1620
46,44,95.652,87.273,524
51,50,98.039,11.707,240
54,46,85.185,109.714,2304
41,40,97.561,68.571,240
52,50,96.154,64.0,512
47,46,97.872,36.923,240
51,49,96.078,27.429,494
42,42,100.0,0.0,0
52,52,100.0,0.0,0
57,45,78.947,149.168,3330
42,42,100.0,0.0,0
39,39,100.0,0.0,0
56,51,91.071,218.182,1636
43,36,83.721,124.444,2053
49,46,93.878,41.143,761
49,49,100.0,0.0,0
36,36,100.0,0.0,0
37,37,100.0,0.0,0
50,50,100.0,0.0,0
48,48,100.0,0.0,0
38,38,100.0,0.0,0
57,38,66.667,364.8,7843
49,49,100.0,0.0,0
45,45,100.0,0.0,0
41,41,100.0,0.0,0
45,45,100.0,0.0,0
55,48,87.273,98.824,1976
59,50,84.746,160.0,2526
62,44,70.968,236.171,5827
42,42,100.0,0.0,0
55,38,69.091,263.226,6186
42,42,100.0,0.0,0
58,55,94.828,30.747,731
54,46,85.185,83.478,2212
57,57,100.0,0.0,0
58,49,84.483,98.462,2505
41,41,100.0,0.0,0
44,44,100.0,0.0,0
46,44,95.652,80.0,520
42,42,100.0,0.0,0
60,44,73.333,232.727,5585
52,43,82.692,144.0,2736
54,46,85.185,106.667,2293
43,39,90.698,174.545,1222
50,50,100.0,0.0,0
32,32,100.0,0.0,0
47,45,95.745,106.667,533
59,49,83.051,117.073,2927
42,42,100.0,0.0,0
47,47,100.0,0.0,0
36,36,100.0,0.0,0
49,48,97.959,48.0,240
51,39,76.471,192.0,3631
58,56,96.552,23.415,492
45,45,100.0,0.0,0
48,43,89.583,205.714,1419
44,44,100.0,0.0,0
45,45,100.0,0.0,0
43,43,100.0,0.0,0
45,45,100.0,0.0,0
45,45,100.0,0.0,0
56,53,94.643,27.17,747
46,44,95.652,80.0,520
50,48,96.0,24.0,492
61,56,91.803,42.857,1286
51,45,88.235,480.0,2640
42,42,100.0,0.0,0
44,44,100.0,0.0,0
47,43,91.489,46.452,1006
41,41,100.0,0.0,0
42,42,100.0,0.0,0
54,53,98.148,10.909,240
58,54,93.103,48.0,1032
53,53,100.0,0.0,0
51,51,100.0,0.0,0
54,54,100.0,0.0,0
40,34,85.0,110.769,1717
57,51,89.474,73.846,1625
51,51,100.0,0.0,0
53,53,100.0,0.0,0
49,49,100.0,0.0,0
55,48,87.273,240.0,2400
53,49,92.453,49.231,1034
52,48,92.308,274.286,1371
46,43,93.478,144.0,864
39,39,100.0,0.0,0
45,45,100.0,0.0,0
55,54,98.182,11.163,240
41,41,100.0,0.0,0
44,44,100.0,0.0,0
53,53,100.0,0.0,0
58,47,81.034,131.064,2942
51,50,98.039,11.429,240
43,40,93.023,36.0,756
44,44,100.0,0.0,0
50,50,100.0,0.0,0
51,38,74.51,208.0,4368
50,50,100.0,0.0,0
39,39,100.0,0.0,0
49,44,89.796,240.0,1680
54,34,62.963,570.0,9930
60,58,96.667,23.415,492
48,48,100.0,0.0,0
46,46,100.0,0.0,0
55,49,89.091,171.429,1783
56,54,96.429,21.333,491
63,53,84.127,112.421,2689
51,51,100.0,0.0,0
63,51,80.952,138.947,3575
57,52,91.228,49.231,1274
54,52,96.296,23.415,492
45,45,100.0,0.0,0
38,38,100.0,0.0,0
34,34,100.0,0.0,0
54,42,77.778,640.0,6400
53,47,88.679,82.286,1646
48,48,100.0,0.0,0
35,35,100.0,0.0,0
65,45,69.231,231.264,6014
40,40,100.0,0.0,0
42,42,100.0,0.0,0
58,45,77.586,189.091,4255
62,52,83.871,123.077,2954
35,35,100.0,0.0,0
53,53,100.0,0.0,0
47,43,91.489,61.935,1053
49,43,87.755,87.273,1658
41,41,100.0,0.0,0
53,53,100.0,0.0,0
51,49,96.078,96.0,528
44,44,100.0,0.0,0
52,51,98.077,12.0,240
46,46,100.0,0.0,0
60,47,78.333,195.0,4290
42,42,100.0,0.0,0
54,54,100.0,0.0,0
55,55,100.0,0.0,0
50,44,88.0,73.846,1570
49,49,100.0,0.0,0
54,50,92.593,49.231,1034
43,43,100.0,0.0,0
51,43,84.314,384.0,3264
45,40,88.889,75.0,1350
60,46,76.667,145.263,4033
42,42,100.0,0.0,0
41,41,100.0,0.0,0
51,51,100.0,0.0,0
49,49,100.0,0.0,0
58,54,93.103,147.692,1182
36,35,97.222,53.333,240
47,45,95.745,68.571,514
53,49,92.453,49.231,1034
43,43,100.0,0.0,0
46,46,100.0,0.0,0
60,58,96.667,16.552,488
43,43,100.0,0.0,0
50,50,100.0,0.0,0
52,52,100.0,0.0,0
50,45,90.0,70.588,1341
57,57,100.0,0.0,0
50,45,90.0,66.667,1333
45,45,100.0,0.0,0
51,47,92.157,160.0,1120
52,52,100.0,0.0,0
52,44,84.615,114.667,2144
38,38,100.0,0.0,0
52,50,96.154,68.571,514
43,43,100.0,0.0,0
47,47,100.0,0.0,0
46,46,100.0,0.0,0
51,44,86.275,93.333,1960
56,48,85.714,98.462,2265
53,44,83.019,120.0,2640
45,45,100.0,0.0,0
49,46,93.878,45.0,765
52,52,100.0,0.0,0
63,41,65.079,290.526,7206
48,47,97.917,11.707,240
46,46,100.0,0.0,0
47,47,100.0,0.0,0
53,47,88.679,80.0,1640
43,43,100.0,0.0,0
56,51,91.071,200.0,1600
46,45,97.826,48.0,240
56,56,100.0,0.0,0
64,56,87.5,71.473,2055
56,42,75.0,192.257,4461
49,48,97.959,12.632,240
49,44,89.796,120.0,1300
58,45,77.586,138.667,3952
43,43,100.0,0.0,0
53,45,84.906,85.333,2219
48,48,100.0,0.0,0
55,51,92.727,53.333,1040
47,47,100.0,0.0,0
46,46,100.0,0.0,0
50,50,100.0,0.0,0
46,46,100.0,0.0,0
51,51,100.0,0.0,0
55,54,98.182,32.0,240
54,52,96.296,25.263,493
54,54,100.0,0.0,0
48,42,87.5,90.0,1665
45,40,88.889,75.0,1350
